host_genome	K_type	O_type	phage_genome	protein_id	is_tsp	md5	matrix_phage_name
GCF_014217415.1	KL16		GCF_014217415.1__phage0	GCF_014217415.1__phage0__1139	0	89c7ddae518f7c317766139efb8b5b99	GCF_014217415.1__phage0
GCF_014217415.1	KL18		GCF_014217415.1__phage0	GCF_014217415.1__phage0__1139	0	89c7ddae518f7c317766139efb8b5b99	GCF_014217415.1__phage0
GCF_014217415.1	KL19		GCF_014217415.1__phage0	GCF_014217415.1__phage0__1139	0	89c7ddae518f7c317766139efb8b5b99	GCF_014217415.1__phage0
GCF_014217415.1	KL2		GCF_014217415.1__phage0	GCF_014217415.1__phage0__1139	0	89c7ddae518f7c317766139efb8b5b99	GCF_014217415.1__phage0
GCF_014217415.1	KL21		GCF_014217415.1__phage0	GCF_014217415.1__phage0__1139	0	89c7ddae518f7c317766139efb8b5b99	GCF_014217415.1__phage0
GCF_014217415.1	KL23		GCF_014217415.1__phage0	GCF_014217415.1__phage0__1139	0	89c7ddae518f7c317766139efb8b5b99	GCF_014217415.1__phage0
GCF_014217415.1	KL24		GCF_014217415.1__phage0	GCF_014217415.1__phage0__1139	0	89c7ddae518f7c317766139efb8b5b99	GCF_014217415.1__phage0
GCF_014217415.1	KL25		GCF_014217415.1__phage0	GCF_014217415.1__phage0__1139	0	89c7ddae518f7c317766139efb8b5b99	GCF_014217415.1__phage0
GCF_014217415.1	KL28		GCF_014217415.1__phage0	GCF_014217415.1__phage0__1139	0	89c7ddae518f7c317766139efb8b5b99	GCF_014217415.1__phage0
GCF_014217415.1	KL3		GCF_014217415.1__phage0	GCF_014217415.1__phage0__1139	0	89c7ddae518f7c317766139efb8b5b99	GCF_014217415.1__phage0
GCF_014217415.1	KL30		GCF_014217415.1__phage0	GCF_014217415.1__phage0__1139	0	89c7ddae518f7c317766139efb8b5b99	GCF_014217415.1__phage0
GCF_014217415.1	KL31		GCF_014217415.1__phage0	GCF_014217415.1__phage0__1139	0	89c7ddae518f7c317766139efb8b5b99	GCF_014217415.1__phage0
GCF_014217415.1	KL35		GCF_014217415.1__phage0	GCF_014217415.1__phage0__1139	0	89c7ddae518f7c317766139efb8b5b99	GCF_014217415.1__phage0
GCF_014217415.1	KL36		GCF_014217415.1__phage0	GCF_014217415.1__phage0__1139	0	89c7ddae518f7c317766139efb8b5b99	GCF_014217415.1__phage0
GCF_014217415.1	KL38		GCF_014217415.1__phage0	GCF_014217415.1__phage0__1139	0	89c7ddae518f7c317766139efb8b5b99	GCF_014217415.1__phage0
GCF_014217415.1	KL39		GCF_014217415.1__phage0	GCF_014217415.1__phage0__1139	0	89c7ddae518f7c317766139efb8b5b99	GCF_014217415.1__phage0
GCF_014217415.1	KL45		GCF_014217415.1__phage0	GCF_014217415.1__phage0__1139	0	89c7ddae518f7c317766139efb8b5b99	GCF_014217415.1__phage0
GCF_014217415.1	KL46		GCF_014217415.1__phage0	GCF_014217415.1__phage0__1139	0	89c7ddae518f7c317766139efb8b5b99	GCF_014217415.1__phage0
GCF_014217415.1	KL52		GCF_014217415.1__phage0	GCF_014217415.1__phage0__1139	0	89c7ddae518f7c317766139efb8b5b99	GCF_014217415.1__phage0
GCF_014217415.1	KL55		GCF_014217415.1__phage0	GCF_014217415.1__phage0__1139	0	89c7ddae518f7c317766139efb8b5b99	GCF_014217415.1__phage0
GCF_014217415.1	KL57		GCF_014217415.1__phage0	GCF_014217415.1__phage0__1139	0	89c7ddae518f7c317766139efb8b5b99	GCF_014217415.1__phage0
GCF_014217415.1	KL60		GCF_014217415.1__phage0	GCF_014217415.1__phage0__1139	0	89c7ddae518f7c317766139efb8b5b99	GCF_014217415.1__phage0
GCF_014217415.1	KL62		GCF_014217415.1__phage0	GCF_014217415.1__phage0__1139	0	89c7ddae518f7c317766139efb8b5b99	GCF_014217415.1__phage0
GCF_014217415.1	KL64		GCF_014217415.1__phage0	GCF_014217415.1__phage0__1139	0	89c7ddae518f7c317766139efb8b5b99	GCF_014217415.1__phage0
GCF_014217415.1	KL8		GCF_014217415.1__phage0	GCF_014217415.1__phage0__1139	0	89c7ddae518f7c317766139efb8b5b99	GCF_014217415.1__phage0
GCF_014217415.1	KL13		GCF_014217415.1__phage4	GCF_014217415.1__phage4__2854	0	792f6b4ddf2fc81c037ffcbb1625a817	GCF_014217415.1__phage4
GCF_014217415.1	KL13		GCF_014217415.1__phage3	GCF_014217415.1__phage3__2072	0	08cbf2b0eb1119f424aa53594c694720	GCF_014217415.1__phage3
GCF_916175885.1	KL45		GCF_916175885.1__phage5	GCF_916175885.1__phage5__208	0	7a3e135e0a799e743a8581a21340559f	GCF_916175885.1__phage5
GCF_003954505.1	KL18		GCF_003954505.1__phage7	GCF_003954505.1__phage7__194	0	9d921edd183c7701b4aa29960fb090d4	GCF_003954505.1__phage7
GCF_003954505.1	KL18		GCF_003954505.1__phage6	GCF_003954505.1__phage6__98	0	ce38ea28b8868c144f4db4189ec7e5d9	GCF_003954505.1__phage6
GCF_003954505.1	KL18		GCF_003954505.1__phage6	GCF_003954505.1__phage6__90	0	082800f034b068981edd07ce98423249	GCF_003954505.1__phage6
GCF_008704145.1	KL25		GCF_008704145.1__phage13	GCF_008704145.1__phage13__652	0	3769bc74f12ba103daa348baca743490	GCF_008704145.1__phage13
GCF_008704145.1	KL25		GCF_008704145.1__phage13	GCF_008704145.1__phage13__661	0	cd790dd17444e4ad0e5d9f9448d3fc0d	GCF_008704145.1__phage13
GCF_900501595.1	KL21		GCF_900501595.1__phage20	GCF_900501595.1__phage20__528	0	f8b969b8d8877315daf0954159768b9d	GCF_900501595.1__phage20
GCF_011742285.2	KL81		GCF_011742285.2__phage13	GCF_011742285.2__phage13__4999	0	ebfdd06dbb637b9e100440b4283b6cd7	GCF_011742285.2__phage13
GCF_011742285.2	KL81		GCF_011742285.2__phage13	GCF_011742285.2__phage13__5005	0	ee6cd8f52b1e5b4b01c60c36d916e9fa	GCF_011742285.2__phage13
GCF_011742285.2	KL81		GCF_011742285.2__phage6	GCF_011742285.2__phage6__3016	0	ceb82803fe24eadc4c0fd261bbf25506	GCF_011742285.2__phage6
n30823082	KL107		GCF_900608405.1__phage17	GCF_900608405.1__phage17__2461	0	cdfc9c18c4d40f0548b346fd858c2f89	GCF_900608405.1__phage17
n1701	KL28		GCF_900514195.1__phage23	GCF_900514195.1__phage23__1	0	5ee2176e2ee2c508ae04e2b62ffaa247	GCF_900514195.1__phage23
n1701	KL28		GCF_900514195.1__phage22	GCF_900514195.1__phage22__182	0	0d87083f91f7d29c28d7a3531a84feca	GCF_900514195.1__phage22
77.1/100277	KL102		GCF_903110765.1__phage0	GCF_903110765.1__phage0__2	0	a443aa944b60e5dec7a774951b3bc845	GCF_903110765.1__phage0
GCF_002853975.1	KL2		GCF_002853975.1__phage6	GCF_002853975.1__phage6__109	0	05786d69d40b982109894aebf6635676	GCF_002853975.1__phage6
GCF_002853975.1	KL2		GCF_002853975.1__phage6	GCF_002853975.1__phage6__99	0	0b1c48649d310c72a83e6db347ddfdb6	GCF_002853975.1__phage6
GCF_900500955.1	KL21		GCF_900500955.1__phage17	GCF_900500955.1__phage17__630	0	c5ca980612e84bd70aa343b8a6b53148	GCF_900500955.1__phage17
GCF_003664965.1	KL127		GCF_003664965.1__phage5	GCF_003664965.1__phage5__45	0	47e2b3ff69b1d97d6c807856c6fbff9f	GCF_003664965.1__phage5
GCF_003664965.1	KL127		GCF_003664965.1__phage17	GCF_003664965.1__phage17__1	0	8b9e2ad34a723e5673def062b48b340c	GCF_003664965.1__phage17
GCF_003664965.1	KL127		GCF_003664965.1__phage17	GCF_003664965.1__phage17__4	0	a611f12b25eb71e7ffe21be284bc15cb	GCF_003664965.1__phage17
GCF_021229885.1	KL10		GCF_021229885.1__phage7	GCF_021229885.1__phage7__3311	0	030ce879e25f8b37b7adaf8be8fd1a21	GCF_021229885.1__phage7
74.8/100	KL10		GCF_021229885.1__phage18	GCF_021229885.1__phage18__282	0	60740342f18b4f35b929b9f81470b6dc	GCF_021229885.1__phage18
GCF_900509185.1	KL123		GCF_900509185.1__phage17	GCF_900509185.1__phage17__3	0	86929aeada7393c672f71ed277ca2a41	GCF_900509185.1__phage17
GCF_900509185.1	KL123		GCF_900509185.1__phage3	GCF_900509185.1__phage3__1483	0	3ae3c7b4502c535d37175ecaee437a5d	GCF_900509185.1__phage3
GCF_004313245.1	KL102		GCF_004313245.1__phage8	GCF_004313245.1__phage8__82	0	e971bf91ece21dcbdb37ffb4a62164fa	GCF_004313245.1__phage8
n53115311	KL103		GCF_002258175.1__phage5	GCF_002258175.1__phage5__0	0	30c4e4921d3e0440b749bb073fea021d	GCF_002258175.1__phage5
n4320	KL57		GCF_018138645.1__phage19	GCF_018138645.1__phage19__9	0	f4e531a812d4efacf3c03f10c0f2479b	GCF_018138645.1__phage19
GCF_017584275.1	KL139		GCF_017584275.1__phage9	GCF_017584275.1__phage9__2908	0	09f25b57e83e633e40de57ef05eae679	GCF_017584275.1__phage9
GCF_017584275.1	KL139		GCF_017584275.1__phage9	GCF_017584275.1__phage9__2928	0	c923f50ea3e4dcd72825e3ca88dc95be	GCF_017584275.1__phage9
GCF_017584275.1	KL139		GCF_017584275.1__phage3	GCF_017584275.1__phage3__1311	0	48b6e685d4bf1b8d671e33de101c6589	GCF_017584275.1__phage3
GCF_017584275.1	KL139		GCF_017584275.1__phage3	GCF_017584275.1__phage3__1300	0	b1207c9876f8c2449a70c60d6a33c0a6	GCF_017584275.1__phage3
GCF_017584275.1	KL139		GCF_017584275.1__phage1	GCF_017584275.1__phage1__1055	0	2cab1af72185bdf29244bac1aa9291c7	GCF_017584275.1__phage1
n15921592	KL117		GCF_013729075.1__phage6	GCF_013729075.1__phage6__3623	0	ba80f102f960707464a951676044a2b4	GCF_013729075.1__phage6
n15921592	KL141		GCF_013729075.1__phage6	GCF_013729075.1__phage6__3623	0	ba80f102f960707464a951676044a2b4	GCF_013729075.1__phage6
n15921592	KL15		GCF_013729075.1__phage6	GCF_013729075.1__phage6__3623	0	ba80f102f960707464a951676044a2b4	GCF_013729075.1__phage6
n15921592	KL157		GCF_013729075.1__phage6	GCF_013729075.1__phage6__3623	0	ba80f102f960707464a951676044a2b4	GCF_013729075.1__phage6
n15921592	KL62		GCF_013729075.1__phage6	GCF_013729075.1__phage6__3623	0	ba80f102f960707464a951676044a2b4	GCF_013729075.1__phage6
GCF_013729075.1	KL117		GCF_013729075.1__phage5	GCF_013729075.1__phage5__2907	0	bee670267b817db54c67bf97f9323e40	GCF_013729075.1__phage5
n125	KL20		GCF_900173185.1__phage3	GCF_900173185.1__phage3__6	0	f549e86ddd3c9b798e526fb9507ee98a	GCF_900173185.1__phage3
n21862186	KL112		GCF_015775135.1__phage9	GCF_015775135.1__phage9__3672	0	09bca600c504bb15987ea29457df4c76	GCF_015775135.1__phage9
n21862186	KL112		GCF_015775135.1__phage9	GCF_015775135.1__phage9__3682	0	1cd02fa65c15978c169294cad3388e5b	GCF_015775135.1__phage9
GCF_009925365.1	KL60		GCF_009925365.1__phage0	GCF_009925365.1__phage0__140	0	5ce968a82e05ad49f25de0c03e4aa99d	GCF_009925365.1__phage0
GCF_009925365.1	KL60		GCF_009925365.1__phage0	GCF_009925365.1__phage0__137	0	c7f94467bfedb656501fa6ad27848ac2	GCF_009925365.1__phage0
79.4/100	KL25		GCF_900407135.1__phage3	GCF_900407135.1__phage3__0	0	67c0a43756c5bf071c22e45ee9b4ad13	GCF_900407135.1__phage3
GCF_003255785.1	KL127		GCF_003255785.1__phage3	GCF_003255785.1__phage3__5	0	8be1f99ea973da070600743916ee63dd	GCF_003255785.1__phage3
GCF_003255785.1	KL127		GCF_003255785.1__phage3	GCF_003255785.1__phage3__8	0	8b5b5360f7d6c539213634381366a837	GCF_003255785.1__phage3
GCF_015556725.1	KL63		GCF_015556725.1__phage0	GCF_015556725.1__phage0__176	0	a140902d6d3e716d64d319cb72ba5805	GCF_015556725.1__phage0
GCF_008807175.1	KL23		GCF_008807175.1__phage2	GCF_008807175.1__phage2__1184	0	8fbae84180783607422dba6b9976d7dc	GCF_008807175.1__phage2
GCF_020858615.1	KL13		GCF_020858615.1__phage13	GCF_020858615.1__phage13__55	0	21bd914c5285f291d474cc05fa3c3837	GCF_020858615.1__phage13
GCF_020858615.1	KL13		GCF_020858615.1__phage13	GCF_020858615.1__phage13__67	0	5894632299e04f30c05d96a430231670	GCF_020858615.1__phage13
GCF_020858615.1	KL13		GCF_020858615.1__phage7	GCF_020858615.1__phage7__1	0	adbae91612dd807167b1c107887af2f2	GCF_020858615.1__phage7
GCF_002761515.1	KL107		GCF_002761515.1__phage0	GCF_002761515.1__phage0__10	0	c38491644f01b38f19240cf71f3984fe	GCF_002761515.1__phage0
GCF_002761515.1	KL107		GCF_002761515.1__phage0	GCF_002761515.1__phage0__7	0	3f6bcd325be85a1b79dc5350505aba56	GCF_002761515.1__phage0
n45544554	KL107		GCF_002761515.1__phage3	GCF_002761515.1__phage3__1300	0	6adc58dfb7cd9776872d36dbf012f624	GCF_002761515.1__phage3
n45544554	KL107		GCF_002761515.1__phage3	GCF_002761515.1__phage3__1303	0	461ab5b09a2b9e171d0460e16428932f	GCF_002761515.1__phage3
75.4/1001695	KL28		GCF_008082375.1__phage9	GCF_008082375.1__phage9__0	0	64f85025f33beea119418af87067b8d4	GCF_008082375.1__phage9
75.2/1001696	KL28		GCF_008082375.1__phage16	GCF_008082375.1__phage16__353	0	c2ade93fb85e37db62a3f4e3fcf9fa0a	GCF_008082375.1__phage16
n21932193	KL24		GCF_900511015.1__phage15	GCF_900511015.1__phage15__310	0	2ea24973cbc5763ae18caceb28599c28	GCF_900511015.1__phage15
GCF_900493445.1	KL111		GCF_900493445.1__phage3	GCF_900493445.1__phage3__279	0	f15530fdec2e26dd6e4532110ad9f9c6	GCF_900493445.1__phage3
GCF_002186895.1	KL57		GCF_002186895.1__phage0	GCF_002186895.1__phage0__5	0	40f6ab903a696747c0554ae0ccbaf0b6	GCF_002186895.1__phage0
GCF_900498965.1	KL24		GCF_900498965.1__phage19	GCF_900498965.1__phage19__120	0	0ed93f4ef7cc7dd5473493e4a14767fc	GCF_900498965.1__phage19
GCF_008931345.1	KL122		GCF_008931345.1__phage2	GCF_008931345.1__phage2__1589	0	73a2974be3f8165bfefc37d058ba476c	GCF_008931345.1__phage2
GCF_012102985.1	KL34		GCF_012102985.1__phage9	GCF_012102985.1__phage9__6	0	9c4188f69eccd4030efe930b2d507d77	GCF_012102985.1__phage9
GCF_002181385.1	KL22		GCF_002181385.1__phage12	GCF_002181385.1__phage12__219	0	902579262858d4b0718a58dfe2892fae	GCF_002181385.1__phage12
n19121912	KL28		GCF_002257965.1__phage3	GCF_002257965.1__phage3__211	0	b55a6b548869c3a75117eef396fc6b1c	GCF_002257965.1__phage3
n16061606	KL128		GCF_002186805.1__phage12	GCF_002186805.1__phage12__1	0	aab1f77cab1d05d698cb0f2da7304c30	GCF_002186805.1__phage12
n16061606	KL128		GCF_002186805.1__phage12	GCF_002186805.1__phage12__3	0	f73c52ee279dd63229c83bb424c53df7	GCF_002186805.1__phage12
GCF_900509725.1	KL47		GCF_900509725.1__phage2	GCF_900509725.1__phage2__43	0	1b215614a5555feb85c4195277d05a4e	GCF_900509725.1__phage2
GCF_004014895.1	KL16		GCF_004014895.1__phage11	GCF_004014895.1__phage11__4317	0	5625dc22c12fc5e37b910c47e6e86ff2	GCF_004014895.1__phage11
GCF_007097185.1	KL29		GCF_007097185.1__phage2	GCF_007097185.1__phage2__0	0	7d31ef43c1079b58ba3dc684cc628a57	GCF_007097185.1__phage2
GCF_900503075.1	KL2		GCF_900503075.1__phage9	GCF_900503075.1__phage9__1	0	3a7da4b411d2cc3653b9599568bb9ec7	GCF_900503075.1__phage9
n2724	KL64		GCF_010450855.1__phage9	GCF_010450855.1__phage9__3230	0	174c67450f6a6a10b6cc07be05eed8db	GCF_010450855.1__phage9
GCF_010450855.1	KL64		GCF_010450855.1__phage2	GCF_010450855.1__phage2__1560	0	8a766ded184c3fec6e67898ec58bd506	GCF_010450855.1__phage2
n4248	KL126		GCF_014712525.1__phage23	GCF_014712525.1__phage23__232	0	dbee5c2da23e25a174e7029068b0fe2c	GCF_014712525.1__phage23
n21962196	KL24		GCF_018604385.1__phage13	GCF_018604385.1__phage13__2874	0	b5375c2d46e7bb6dd834e6677524d27a	GCF_018604385.1__phage13
GCF_017596925.1	KL60		GCF_017596925.1__phage21	GCF_017596925.1__phage21__2	0	baff3c390940e11eafe934f250d0fc8d	GCF_017596925.1__phage21
GCF_017596925.1	KL60		GCF_017596925.1__phage21	GCF_017596925.1__phage21__5	0	3ff3b573d1054188868b3375f7962a83	GCF_017596925.1__phage21
GCF_013604525.1	KL18		GCF_013604525.1__phage17	GCF_013604525.1__phage17__85	0	8bebbc512be6493d77fa7679063fb7f7	GCF_013604525.1__phage17
GCF_013604525.1	KL18		GCF_013604525.1__phage17	GCF_013604525.1__phage17__96	0	e20b4babb9f9da8ad84877a006a02876	GCF_013604525.1__phage17
GCF_013604525.1	KL18		GCF_013604525.1__phage16	GCF_013604525.1__phage16__30	0	a6e4cfbd20a1a4154c241fbe605a5c53	GCF_013604525.1__phage16
n21812181	KL107		GCF_021213885.1__phage10	GCF_021213885.1__phage10__62	0	d81a54cff7716992f1f2b1c178e56992	GCF_021213885.1__phage10
n21812181	KL15		GCF_021213885.1__phage10	GCF_021213885.1__phage10__62	0	d81a54cff7716992f1f2b1c178e56992	GCF_021213885.1__phage10
n21812181	KL158		GCF_021213885.1__phage10	GCF_021213885.1__phage10__62	0	d81a54cff7716992f1f2b1c178e56992	GCF_021213885.1__phage10
n21812181	KL19		GCF_021213885.1__phage10	GCF_021213885.1__phage10__62	0	d81a54cff7716992f1f2b1c178e56992	GCF_021213885.1__phage10
n21812181	KL52		GCF_021213885.1__phage10	GCF_021213885.1__phage10__62	0	d81a54cff7716992f1f2b1c178e56992	GCF_021213885.1__phage10
n21812181	KL64		GCF_021213885.1__phage10	GCF_021213885.1__phage10__62	0	d81a54cff7716992f1f2b1c178e56992	GCF_021213885.1__phage10
n21812181	KL107		GCF_021213885.1__phage10	GCF_021213885.1__phage10__122	0	0e923c085df9dfefae6e3d275286ac49	GCF_021213885.1__phage10
n21812181	KL15		GCF_021213885.1__phage10	GCF_021213885.1__phage10__122	0	0e923c085df9dfefae6e3d275286ac49	GCF_021213885.1__phage10
n21812181	KL158		GCF_021213885.1__phage10	GCF_021213885.1__phage10__122	0	0e923c085df9dfefae6e3d275286ac49	GCF_021213885.1__phage10
n21812181	KL19		GCF_021213885.1__phage10	GCF_021213885.1__phage10__122	0	0e923c085df9dfefae6e3d275286ac49	GCF_021213885.1__phage10
n21812181	KL52		GCF_021213885.1__phage10	GCF_021213885.1__phage10__122	0	0e923c085df9dfefae6e3d275286ac49	GCF_021213885.1__phage10
n21812181	KL64		GCF_021213885.1__phage10	GCF_021213885.1__phage10__122	0	0e923c085df9dfefae6e3d275286ac49	GCF_021213885.1__phage10
GCF_013732655.1	KL145		GCF_013732655.1__phage11	GCF_013732655.1__phage11__3079	0	81106cd17bbe38cef2622eb12b82e49c	GCF_013732655.1__phage11
GCF_013732655.1	KL145		GCF_013732655.1__phage11	GCF_013732655.1__phage11__3076	0	3a042932c4c025dd0e998e33f726cce1	GCF_013732655.1__phage11
GCF_013732655.1	KL145		GCF_013732655.1__phage2	GCF_013732655.1__phage2__1315	0	5a61234978a62222da4855133e74ad5a	GCF_013732655.1__phage2
GCF_013732655.1	KL145		GCF_013732655.1__phage2	GCF_013732655.1__phage2__1307	0	374d596fa910e8aa1054c2cbf3aef45d	GCF_013732655.1__phage2
GCF_013732655.1	KL145		GCF_013732655.1__phage3	GCF_013732655.1__phage3__1529	0	c002f7ff6d84a9b172e7f975771bfb35	GCF_013732655.1__phage3
n762762	KL10		GCF_004833805.1__phage8	GCF_004833805.1__phage8__41	0	462ca1dc8f60e5a6d64885ab8f4e54fc	GCF_004833805.1__phage8
GCF_016903195.1	KL13		GCF_016903195.1__phage0	GCF_016903195.1__phage0__1045	0	f059d5a392af51852074f0cc3000e19b	GCF_016903195.1__phage0
GCF_016903195.1	KL13		GCF_016903195.1__phage14	GCF_016903195.1__phage14__4914	0	b9ec2942f58ba760289af44989f5f277	GCF_016903195.1__phage14
n1708	KL24		GCF_013736155.1__phage14	GCF_013736155.1__phage14__4963	0	38731310790c625817e3e578ba4be126	GCF_013736155.1__phage14
GCF_018137815.1	KL63		GCF_018137815.1__phage9	GCF_018137815.1__phage9__1	0	b55097091a8bd23c2828f43005224e3f	GCF_018137815.1__phage9
GCF_002740845.1	KL60		GCF_002740845.1__phage0	GCF_002740845.1__phage0__5	0	8ca40c7919ac98a71f187db9882d9fa1	GCF_002740845.1__phage0
GCF_018140945.1	KL43		GCF_018140945.1__phage25	GCF_018140945.1__phage25__3997	0	45669d908156298312d62abe0957b79b	GCF_018140945.1__phage25
GCF_012274355.1	KL111		GCF_012274355.1__phage4	GCF_012274355.1__phage4__23	0	ec048a4543f2255912f6c38fc0153b24	GCF_012274355.1__phage4
GCF_013606065.1	KL70		GCF_013606065.1__phage17	GCF_013606065.1__phage17__2966	0	5c63582f81ec7fd7e261a87561635ea4	GCF_013606065.1__phage17
n5523	KL105		GCF_003036515.1__phage7	GCF_003036515.1__phage7__603	0	b92b5ab81f9dcc0b744d715b17037a91	GCF_003036515.1__phage7
n16551655	KL10		GCF_001875075.1__phage3	GCF_001875075.1__phage3__1080	0	bc556e4a0e20359c0d8b048397ec156a	GCF_001875075.1__phage3
n16551655	KL25		GCF_001875075.1__phage3	GCF_001875075.1__phage3__1080	0	bc556e4a0e20359c0d8b048397ec156a	GCF_001875075.1__phage3
n16551655	KL60		GCF_001875075.1__phage3	GCF_001875075.1__phage3__1080	0	bc556e4a0e20359c0d8b048397ec156a	GCF_001875075.1__phage3
n16551655	KL62		GCF_001875075.1__phage3	GCF_001875075.1__phage3__1080	0	bc556e4a0e20359c0d8b048397ec156a	GCF_001875075.1__phage3
GCF_013732655.1	KL145		GCF_013732655.1__phage12	GCF_013732655.1__phage12__3632	0	dc6968ced4441f6f0c5d801acd5cd353	GCF_013732655.1__phage12
GCF_013169875.1	KL25		GCF_013169875.1__phage13	GCF_013169875.1__phage13__76	0	c03908e884291565bb2346732a84b7ee	GCF_013169875.1__phage13
n247	KL102		GCF_003954495.1__phage15	GCF_003954495.1__phage15__69	0	591eff3d9af054ea0d1abb3e9eef3290	GCF_003954495.1__phage15
n24592459	KL47		GCF_002264645.1__phage2	GCF_002264645.1__phage2__69	0	759514b8b2345e0ee763b918f1a0ca17	GCF_002264645.1__phage2
GCF_900505975.1	KL15		GCF_900505975.1__phage21	GCF_900505975.1__phage21__96	0	3d813cd347267ab91b38850d9aac489a	GCF_900505975.1__phage21
GCF_002417305.1	KL25		GCF_002417305.1__phage3	GCF_002417305.1__phage3__120	0	f1cd6b2b491c49dae829998789515849	GCF_002417305.1__phage3
n40504050	KL111		GCF_011078265.1__phage18	GCF_011078265.1__phage18__151	0	2dc48fb7b45810fff0f35e04bf7bf680	GCF_011078265.1__phage18
GCF_900510865.1	KL60		GCF_900510865.1__phage7	GCF_900510865.1__phage7__78	0	5c0c87f679289b32bf400581708786df	GCF_900510865.1__phage7
GCF_004311345.1	KL34		GCF_004311345.1__phage10	GCF_004311345.1__phage10__0	0	3d8c9a40f1e802591bcff36f662c66d5	GCF_004311345.1__phage10
n354	KL10		GCF_004127375.1__phage0	GCF_004127375.1__phage0__10	0	1275202bcf1fd12fda96f51a64e7b186	GCF_004127375.1__phage0
n354	KL123		GCF_004127375.1__phage0	GCF_004127375.1__phage0__10	0	1275202bcf1fd12fda96f51a64e7b186	GCF_004127375.1__phage0
n354	KL142		GCF_004127375.1__phage0	GCF_004127375.1__phage0__10	0	1275202bcf1fd12fda96f51a64e7b186	GCF_004127375.1__phage0
n354	KL22		GCF_004127375.1__phage0	GCF_004127375.1__phage0__10	0	1275202bcf1fd12fda96f51a64e7b186	GCF_004127375.1__phage0
n354	KL28		GCF_004127375.1__phage0	GCF_004127375.1__phage0__10	0	1275202bcf1fd12fda96f51a64e7b186	GCF_004127375.1__phage0
n354	KL34		GCF_004127375.1__phage0	GCF_004127375.1__phage0__10	0	1275202bcf1fd12fda96f51a64e7b186	GCF_004127375.1__phage0
n354	KL46		GCF_004127375.1__phage0	GCF_004127375.1__phage0__10	0	1275202bcf1fd12fda96f51a64e7b186	GCF_004127375.1__phage0
n354	KL5		GCF_004127375.1__phage0	GCF_004127375.1__phage0__10	0	1275202bcf1fd12fda96f51a64e7b186	GCF_004127375.1__phage0
n354	KL52		GCF_004127375.1__phage0	GCF_004127375.1__phage0__10	0	1275202bcf1fd12fda96f51a64e7b186	GCF_004127375.1__phage0
n354	KL6		GCF_004127375.1__phage0	GCF_004127375.1__phage0__10	0	1275202bcf1fd12fda96f51a64e7b186	GCF_004127375.1__phage0
n354	KL60		GCF_004127375.1__phage0	GCF_004127375.1__phage0__10	0	1275202bcf1fd12fda96f51a64e7b186	GCF_004127375.1__phage0
n354	KL8		GCF_004127375.1__phage0	GCF_004127375.1__phage0__10	0	1275202bcf1fd12fda96f51a64e7b186	GCF_004127375.1__phage0
n37133713	KL23		GCF_002181455.1__phage16	GCF_002181455.1__phage16__44	0	137e3fd467b3907590d66c7d86bd47e5	GCF_002181455.1__phage16
n5884	KL64		GCF_019051645.1__phage12	GCF_019051645.1__phage12__3481	0	2d8ed8c75a1e22c75b6102612e017abc	GCF_019051645.1__phage12
GCF_003598595.1	KL145		GCF_003598595.1__phage10	GCF_003598595.1__phage10__79	0	5ec6ff6106681e7854435def476659b8	GCF_003598595.1__phage10
GCF_900509645.1	KL143		GCF_900509645.1__phage9	GCF_900509645.1__phage9__153	0	4bb8d96d2d1b2296d655157743b97c16	GCF_900509645.1__phage9
GCF_003196185.1	KL34		GCF_003196185.1__phage17	GCF_003196185.1__phage17__335	0	409d533281f4a217976865477d5773a4	GCF_003196185.1__phage17
n4941	KL10		GCF_008704145.1__phage26	GCF_008704145.1__phage26__179	0	ad52424f4ad4f8e65a0bf44a27febfb5	GCF_008704145.1__phage26
n4941	KL102		GCF_008704145.1__phage26	GCF_008704145.1__phage26__179	0	ad52424f4ad4f8e65a0bf44a27febfb5	GCF_008704145.1__phage26
n4941	KL116		GCF_008704145.1__phage26	GCF_008704145.1__phage26__179	0	ad52424f4ad4f8e65a0bf44a27febfb5	GCF_008704145.1__phage26
n4941	KL125		GCF_008704145.1__phage26	GCF_008704145.1__phage26__179	0	ad52424f4ad4f8e65a0bf44a27febfb5	GCF_008704145.1__phage26
n4941	KL14		GCF_008704145.1__phage26	GCF_008704145.1__phage26__179	0	ad52424f4ad4f8e65a0bf44a27febfb5	GCF_008704145.1__phage26
n4941	KL16		GCF_008704145.1__phage26	GCF_008704145.1__phage26__179	0	ad52424f4ad4f8e65a0bf44a27febfb5	GCF_008704145.1__phage26
n4941	KL2		GCF_008704145.1__phage26	GCF_008704145.1__phage26__179	0	ad52424f4ad4f8e65a0bf44a27febfb5	GCF_008704145.1__phage26
n4941	KL22		GCF_008704145.1__phage26	GCF_008704145.1__phage26__179	0	ad52424f4ad4f8e65a0bf44a27febfb5	GCF_008704145.1__phage26
n4941	KL24		GCF_008704145.1__phage26	GCF_008704145.1__phage26__179	0	ad52424f4ad4f8e65a0bf44a27febfb5	GCF_008704145.1__phage26
n4941	KL25		GCF_008704145.1__phage26	GCF_008704145.1__phage26__179	0	ad52424f4ad4f8e65a0bf44a27febfb5	GCF_008704145.1__phage26
n4941	KL3		GCF_008704145.1__phage26	GCF_008704145.1__phage26__179	0	ad52424f4ad4f8e65a0bf44a27febfb5	GCF_008704145.1__phage26
